iter	Logloss
0	0.3021545381
1	0.1285939111
2	0.05617919214
3	0.02592652743
4	0.01281860821
5	0.006833098052
6	0.003873556429
7	0.002349741223
8	0.001527592904
9	0.00105807197
10	0.0007785143082
11	0.0006031968864
12	0.0004911248729
13	0.000418233684
14	0.0003712931196
15	0.0003366441059
16	0.0003130488087
17	0.0002944786745
18	0.0002834820107
19	0.0002740607967
20	0.0002666317323
21	0.0002603443234
22	0.0002560615324
23	0.0002522387999
24	0.0002499695251
25	0.0002478652972
26	0.0002457159861
27	0.0002437685709
28	0.000242477056
29	0.0002416547553
30	0.0002404040489
31	0.0002396690697
32	0.0002393842647
33	0.0002383566221
34	0.0002382715669
35	0.0002373982682
36	0.0002371309144
37	0.0002368503769
38	0.0002365131959
39	0.0002365424086
40	0.0002364217077
41	0.0002361812446
42	0.0002359114429
43	0.0002357478093
44	0.0002351995391
45	0.0002347318519
46	0.0002343595514
47	0.0002340512715
48	0.000233859667
49	0.0002333658142
50	0.0002332761434
51	0.0002331897384
52	0.0002328101825
53	0.0002323697152
54	0.0002322328648
55	0.0002320974725
56	0.0002315359708
57	0.0002313061223
58	0.000231060408
59	0.0002308934179
60	0.0002303825221
61	0.0002302461234
62	0.000230071397
63	0.0002299457543
64	0.00022952743
65	0.0002294190247
66	0.0002293210369
67	0.0002290080269
68	0.0002288992613
69	0.0002287743724
70	0.0002286880404
71	0.0002285873788
72	0.0002283986988
73	0.0002283201843
74	0.0002281843162
75	0.0002277871445
76	0.000227124668
77	0.0002271096333
78	0.0002270950035
79	0.0002270841212
80	0.0002268957364
81	0.0002267232778
82	0.0002266755805
83	0.0002268610361
84	0.0002264775206
85	0.0002262807804
86	0.0002259314027
87	0.0002252959933
88	0.0002252998457
89	0.0002250877111
90	0.0002249496616
91	0.0002248322142
92	0.0002242587113
93	0.000223773053
94	0.0002234776673
95	0.000223191765
96	0.0002229785873
97	0.0002227804558
98	0.0002227121672
99	0.0002227027424
100	0.0002225272265
101	0.0002223694733
102	0.0002222553656
103	0.000222229308
104	0.0002221612565
105	0.0002220215171
106	0.0002219020875
107	0.0002220399804
108	0.0002219264584
109	0.0002216299737
110	0.0002216471023
111	0.0002216592573
112	0.0002211187628
113	0.0002211119789
114	0.0002209855179
115	0.0002208575835
116	0.0002207555808
117	0.0002201976469
118	0.0002200223899
119	0.0002198419835
120	0.0002198134272
121	0.0002196606692
122	0.0002194378223
123	0.0002194309931
124	0.0002191816503
125	0.0002189003901
126	0.0002188115684
127	0.0002185294488
128	0.0002183589542
129	0.0002182050858
130	0.000217755174
131	0.0002175392445
132	0.0002173710998
133	0.0002172702585
134	0.0002169881831
135	0.0002168727603
136	0.0002167159606
137	0.0002163474827
138	0.0002162030441
139	0.0002159747789
140	0.0002158998579
141	0.0002158135136
142	0.00021569858
143	0.0002151902547
144	0.0002150597573
145	0.0002148326525
146	0.0002146612193
147	0.0002146290131
148	0.000214322028
149	0.0002139776698
150	0.0002137202595
151	0.0002136096305
152	0.0002133748363
153	0.0002132234617
154	0.0002129772179
155	0.0002128313042
156	0.0002126709195
157	0.0002124372053
158	0.0002119942429
159	0.0002117131297
160	0.0002116127819
161	0.00021144828
162	0.0002113104411
163	0.0002110242947
164	0.0002107193315
165	0.0002105761285
166	0.0002104331836
167	0.0002101664356
168	0.0002099672933
169	0.0002097375578
170	0.0002095349648
171	0.0002091127524
172	0.0002085965204
173	0.0002082483269
174	0.0002080933983
175	0.0002079089734
176	0.0002077693942
177	0.000207490784
178	0.0002069773395
179	0.000206756589
180	0.0002065935822
181	0.0002064744798
182	0.0002062836354
183	0.0002061195283
184	0.0002056341567
185	0.0002053855182
186	0.0002052512293
187	0.0002051024387
188	0.0002046213424
189	0.0002045499406
190	0.0002044200493
191	0.0002042966814
192	0.0002041623971
193	0.0002040134728
194	0.000203777417
195	0.0002036306044
196	0.0002034394232
197	0.0002033530266
198	0.0002032275795
199	0.000203118254
200	0.0002029155781
201	0.0002027961522
202	0.0002026189503
203	0.000202448028
204	0.0002023349697
205	0.0002021180766
206	0.0002020051066
207	0.0002020017107
208	0.0002018655704
209	0.0002017699493
210	0.0002013903114
211	0.0002012770712
212	0.0002011310522
213	0.0002010743668
214	0.0002009315056
215	0.000200802414
216	0.0002007369466
217	0.0002006431596
218	0.0002003851006
219	0.0002002550453
220	0.0001999265412
221	0.0001998592906
222	0.0001997610056
223	0.0001996775926
224	0.0001995734336
225	0.000199462227
226	0.0001991580452
227	0.0001989363006
228	0.0001988733302
229	0.0001987719552
230	0.0001986855598
231	0.0001986270598
232	0.00019850937
233	0.000198388302
234	0.0001982925214
235	0.0001980620343
236	0.0001977993122
237	0.0001976363323
238	0.0001975041999
239	0.0001973825875
240	0.0001972679096
241	0.0001971583709
242	0.0001963438739
243	0.0001956151499
244	0.0001949214921
245	0.0001943492047
246	0.0001939345675
247	0.0001936248843
248	0.0001930952613
249	0.0001925996107
250	0.0001923219649
251	0.0001920390874
252	0.0001919478859
253	0.0001918552373
254	0.0001914033861
255	0.0001912519758
256	0.0001908518706
257	0.0001907032455
258	0.0001906189501
259	0.000190437301
260	0.0001903306396
261	0.000190233248
262	0.0001900976105
263	0.0001899322431
264	0.0001898346183
265	0.0001896798324
266	0.0001895441861
267	0.0001894351389
268	0.000189297152
269	0.0001889606155
270	0.0001888469854
271	0.0001888849361
272	0.0001886899651
273	0.0001886424063
274	0.0001885513819
275	0.0001884625729
276	0.0001882570828
277	0.0001880538619
278	0.0001880414543
279	0.0001879566832
280	0.0001879192528
281	0.0001878128314
282	0.0001877352845
283	0.0001876277694
284	0.0001875541392
285	0.0001875371534
286	0.0001875074573
287	0.0001873177872
288	0.0001872809265
289	0.0001872140778
290	0.000187136901
291	0.0001869968319
292	0.0001869728092
293	0.0001868469524
294	0.0001867322809
295	0.0001866112411
296	0.0001864371562
297	0.0001864712401
298	0.0001862516951
299	0.0001862073327
