mean_pred,aleatoric,epistemic,total_uncertainty
0.004666347353230511,0.004639281296023384,5.29125958612648e-06,0.00464457255560951
0.005459396141126338,0.005424083488455541,5.50764644504961e-06,0.005429591134900591
0.0015317071511001044,0.0015289125719215872,4.4845238178597297e-07,0.0015293610243033732
0.0014878377023593203,0.00148516438928545,4.596520453086344e-07,0.0014856240413307585
0.004407952153582071,0.004383083010590061,5.439100803740339e-06,0.004388522111393802
0.00212337210882862,0.002117562093607252,1.301306108816316e-06,0.0021188633997160683
0.03484908316845699,0.03346000040076602,0.00017462417000893343,0.03363462457077496
0.013467923088894362,0.013253811527126982,3.272660943900883e-05,0.01328653813656599
0.0033718692019865217,0.0033576726672484613,2.827032822755573e-06,0.003360499700071217
0.006127061929197246,0.006085481920244648,4.039121068380129e-06,0.006089521041313028
0.0071126730117105266,0.007044230118019579,1.7852776319433503e-05,0.0070620828943390125
0.0019589205949361215,0.001954096130991923,9.870940469335926e-07,0.0019550832250388563
0.0020397422628292703,0.002033827882987417,1.7538313430810684e-06,0.002035581714330498
0.01931126303090323,0.018873678005163045,6.466014589145364e-05,0.018938338151054498
0.007984001434917216,0.007907774833057706,1.2482322946749885e-05,0.007920257156004456
0.002896224216791165,0.002887367475608045,4.686264691917503e-07,0.002887836102077237
0.01742932436560876,0.017042411118206674,8.313189956048096e-05,0.017125543017767156
0.0025115662288983593,0.002504088597753293,1.1696662229238642e-06,0.0025052582639762165
0.0018997290844383608,0.0018956136172101907,5.064966339086417e-07,0.0018961201138440993
0.0017301104423899463,0.0017267893435390126,3.278167080668101e-07,0.0017271171602470795
0.0019650905441934417,0.001960085047474418,1.1439158721448513e-06,0.001961228963346563
0.007632194528454664,0.007552673230852683,2.1270904281806978e-05,0.0075739441351344895
0.002052574572456053,0.0020473902319738065,9.712781067536517e-07,0.00204836151008056
0.0038574103950169995,0.0038368037715878186,5.727008473595605e-06,0.003842530780061414
0.0016514094173126297,0.0016479673325911766,7.149316578644912e-07,0.001648682264249041
0.0019845427294956845,0.0019801569928846728,4.4732676581835473e-07,0.001980604319650491
0.00328089422679934,0.003267234635623198,2.8953242486968366e-06,0.0032701299598718947
0.0037799605622836296,0.003756824131774524,8.848328656685719e-06,0.00376567246043121
0.004017622236056714,0.00399450242016388,6.978527461176974e-06,0.0040014809476250565
0.009373792443142369,0.00925960362399498,2.6320834380276075e-05,0.009285924458375257
0.017861095041543047,0.017482647668531744,5.942865692826983e-05,0.017542076325460013
0.24203090921481024,0.15324721293103977,0.030204735268422746,0.1834519481994625
0.0020344758991942373,0.002028798156218575,1.5386507912599407e-06,0.002030336807009835
0.005597535345570918,0.005561282012392959,4.920931233043581e-06,0.005566202943626002
0.0018694281972858676,0.0018655482249041021,3.8521059695813036e-07,0.0018659334355010603
0.0016488779258922032,0.0016454564940902375,7.02633387471526e-07,0.001646159127477709
0.0020637596919964056,0.002058110577188089,1.3900107420075109e-06,0.0020595005879300967
0.011345113144132484,0.011158842471847012,5.7559080032305994e-05,0.011216401551879317
0.002798161795322323,0.002788028024071095,2.304061818426426e-06,0.0027903320858895216
0.006968470506838719,0.006902511444811262,1.7399480822775767e-05,0.006919910925634038
0.007857963204966623,0.007791615311110342,4.6003081256716365e-06,0.007796215619236014
0.0017477731892558968,0.0017441465607687247,5.719173660905994e-07,0.0017447184781348153
0.001975787108478276,0.001971182599303365,7.00774476882448e-07,0.0019718833737802474
0.006494809754086934,0.00644070915788722,1.1918042457932898e-05,0.006452627200345153
0.002721879559996016,0.002711165412700535,3.3055189563572413e-06,0.0027144709316568923
0.00608891419959766,0.006036142236849491,1.5697086618106895e-05,0.006051839323467598
0.00951346447059929,0.009408021461843658,1.4937002522277586e-05,0.009422958464365935
0.004425173419237921,0.004402709174322839,2.8820851247514924e-06,0.0044055912594475905
0.0037606144343131733,0.0037451029107996624,1.3693025899465393e-06,0.0037464722133896088
0.0014798479313687172,0.0014770903436805492,5.676377881914311e-07,0.0014776579814687405
0.0036283486349225264,0.00361256993725378,2.613783852202194e-06,0.0036151837211059823
0.0030553862795120513,0.003043167582209018,2.88331198600296e-06,0.0030460508941950208
0.00483405807595913,0.004804925371660847,5.764586816537802e-06,0.004810689958477385
0.0017740628956239408,0.001770434231419759,4.81365046552531e-07,0.0017709155964663115
0.0013767643212147717,0.0013748158369418719,5.30042767299014e-08,0.0013748688412186017
0.0011845144828825523,0.0011829590305797548,1.523777426391645e-07,0.001183111408322394
0.001910643920291718,0.0019055095821765762,1.483777924994036e-06,0.0019069933601015701
0.0026160368060290993,0.002607029409331786,2.163748126814532e-06,0.002609193157458601
0.008528768883784814,0.008442092180712877,1.3936804398921718e-05,0.008456028985111799
0.009539836740649203,0.009432097882922727,1.6730372688235573e-05,0.009448828255610962
0.005829581886940193,0.0057864225562209715,9.1753057426796e-06,0.005795597861963651
0.039955779450078444,0.03793309041622807,0.000426224722387066,0.03835931513861513
0.5456857870319224,0.19436486578588102,0.053547943077392836,0.24791280886327385
0.33062021598245744,0.1465169467470039,0.07479354201916674,0.22131048876617065
0.9454013012184408,0.051209242486219844,0.0004084383866999816,0.051617680872919826
0.9493655483388708,0.04780901409651925,0.0002615898695867083,0.048070603966105956
0.004590805122714522,0.004563207304813901,6.52232622587915e-06,0.00456972963103978
0.004839576089840313,0.004809124436692529,7.030156418430946e-06,0.00481615459311096
0.003551388771259296,0.003537343727321352,1.43268173331684e-06,0.003538776409054669
0.0023592276035471053,0.0023516753732839416,1.9862753778247334e-06,0.002353661648661766
0.005793734601833753,0.005751073975189902,9.093266007364511e-06,0.005760167241197266
0.014802291602379536,0.014505676999007386,7.750676669027252e-05,0.014583183765697658
0.11277699117807231,0.09629651403619074,0.0037618274027025776,0.10005834143889332
0.00234107748600101,0.00233507113927823,5.257029273186683e-07,0.002335596842205549
0.0012980793285440352,0.001296267396979542,1.2692162130011542e-07,0.001296394318600842
0.0011358207995072064,0.0011341894513824569,3.4125923615602025e-07,0.001134530710618613
0.0015106316921662398,0.0015075257657173502,8.239183395125672e-07,0.0015083496840568628
0.0018017361391014885,0.0017973372928360124,1.1525931505318091e-06,0.0017984898859865442
0.002135247614098356,0.002129415212755683,1.27311896916e-06,0.002130688331724843
0.00692468496502672,0.00686356198935633,1.3171713805523386e-05,0.006876733703161854
0.0056351021777345965,0.005594754816720534,8.592984460554372e-06,0.005603347801181088
0.006555101294753694,0.006501967728886777,1.016421288243578e-05,0.006512131941769213
0.007707781904299096,0.007640359304406566,8.012698008288861e-06,0.007648372002414855
